No,Kecamatan,Kelurahan,Nama Perusahaan,Lokasi Menara,Latitude_rev,Longitude_rev,Longitude,Latitude,Tinggi Tower,Struktur Tower,Data IMB
575,Cinambo,Pakemitan,PT. Telkomsel,Jl. Cinambo RT 01/05,-6.924745,107.691353,107.691353,-6.924745,60,4 Kaki,-
576,Cinambo,Cisaranten Wetan,PT. Telkomsel,Cisaranten Wetan Gg. H. Apandi RT  03/06 ,-6.92746,107.68699,107.68699,-6.92746,6,Pole,NO NEED
577,Cinambo,Babakan Penghulu,PT. Telkomsel,Jl. Kilimanjaro No. 39 Komp. Pinus Regency Sukarno  Hata Bandung,-6.933229,107.683337,107.683337,-6.933229,6,Pole,NO NEED
578,Coblong,Lebak Siliwangi,PT. Protelindo,Jl. Ganesha No. 7 RT 03 RW  04,-6.89422,107.61098,107.61098,-6.89422,12,Pole,503.645/0186/BPPT
579,Coblong,Dago,PT. Protelindo, Tbk,Komplek Pondok Pesantren Miftahul Khoir Dago,-6.87995,107.6218,107.6218,-6.87995,46,3 Kaki,503/645/1744/BPPT
580,Coblong,Dago,PT. Protelindo, Tbk,Jl. Komp. Bangbayang Kav. B No. 1 RT 01 RW  07 ,-6.88033,107.61748,107.61748,-6.88033,12,Pole,503.645/2588/BPPT
581,Coblong,Dago,PT. Protelindo, Tbk,Jl. Istana Dago Asri Ruko No. 2A RT 06 RW  09 ,-6.87839,107.61562,107.61562,-6.87839,12,Pole,503.645/3565/BPPT
582,Coblong,Lebak Gede,PT. Protelindo, Tbk,Jl. Dipatiukur No. 26 E RT 04 RW  08 ,-6.89705,107.61574,107.61574,-6.89705,15,Pole,503.645/3656/BPPT
583,Coblong,Sadang Serang,PT. Protelindo, Tbk,Gg. Gagak Dalam / Kp. Karang Asih RT 02 RW  13 ,-6.8947,107.62276,107.62276,-6.8947,12,Pole,503.645/3319/BPPT
584,Coblong,Dago,PT. Protelindo, Tbk,Jl. Cisitu Lama I No. 4 RT 06 RW  11 ,-6.88232,107.61214,107.61214,-6.88232,15,Pole,503.645/3320/BPPT
585,Coblong,Sekeloa,PT. Protelindo, Tbk,Gg. Sekeloa Timur No. 66/52B RT 03 RW  03 ,-6.8909,107.6215,107.6215,-6.8909,12,Pole,503.645/1873/BPPT
586,Coblong,Dago,PT. Protelindo, Tbk,Jl. Cisitu Indah Vl No. 181 RT 01/04 ,-6.8729,107.61395,107.61395,-6.8729,12,Pole,-
587,Coblong,Dago,PT. Protelindo, Tbk,Jl. Cisitu Indah Iv RT 04 RW  04 ,-6.87676,107.61417,107.61417,-6.87676,31,Pole,503.645/0711/BPPT
588,Coblong,Cipaganti,PT. Protelindo, Tbk,Jl. Siliwangi No. 37 ,-6.88497,107.60661,107.60661,-6.88497,25,4 Kaki,663.10/0003/IMBT/XI/2015/BPPT
589,Coblong,Sadang Serang,PT. Protelindo, Tbk,Jl. Titiran No. 19 ,-6.89603,107.61954,107.61954,-6.89603,25,4 Kaki,663.10/0004/IMBT/XI/2015/BPPT
590,Coblong,Cipaganti,PT. Protelindo, Tbk,Jl. Pasteur Bandung,-6.96213,107.60316,107.60316,-6.96213,27,Pole,-
591,Coblong,Lebak Gede,PT. Protelindo, Tbk,Jl. Dipatiukur No.  26 ,-6.89713,107.61588,107.61588,-6.89713,21,4 Kaki,503.645/SI-3415/2004 
592,Coblong,Sadang Serang,Daya Mitra Telekomunikasi,Karang Asih No. 314 RT 4/RW 13 ,-6.89478,107.62349,107.62349,-6.89478,9,Pole,IMB - 503.645/1815/BPPT
593,Coblong,Dago,Daya Mitra Telekomunikasi,Jl. Cisitu Indah Vl No. 181 RT 01/04 ,-6.8729,107.61395,107.61395,-6.8729,9,Pole,IMB - 503/124/IMB/XLIV/2012
594,Coblong,Lebak Gede,Daya Mitra Telekomunikasi,Jl. Dipatiukur ,-6.890605,107.616651,107.616651,-6.890605,9,Pole,IMB - 503.645/3837/BPPT
595,Coblong,Lebak Siliwangi,Daya Mitra Telekomunikasi,Jl. Ir.H. Juanda No. 129,-6.891199,107.612774,107.612774,-6.891199,6,Pole,IMB - 640/046.024/IMB/KP2TSP/2012
596,Coblong,Dago,Daya Mitra Telekomunikasi,Jl. Ir.H. Juanda No. 381A,-6.87101,107.619693,107.619693,-6.87101,6,Pole,0
597,Bandung Wetan,Taman Sari,Daya Mitra Telekomunikasi,Jl. Kebon Bibit Tengah No. 27,-6.897981,107.606211,107.606211,-6.897981,10,Pole,0
598,Coblong,Cipaganti,PT. Indosat, Tbk,Jl. Cihampelas No. 169 (Graha Maranatha)Cipaganti,-6.890658,107.603767,107.603767,-6.890658,32,Pole,503.645/51-2763 Disbang/2001
599,Coblong,Lebak Siliwangi,PT. Indosat, Tbk,Jl. Ganesha No. 03 (Area Masjid Salman Itb),-6.894028,107.6111,107.6111,-6.894028,25,4 Kaki,503.645/0636/BPPT
600,Coblong,Dago,PT. Indosat, Tbk,Cisitu Lama Dago,-6.879604,107.612253,107.612253,-6.879604,45,4 Kaki,503.613/51/11697/Dpb TAHUN 1996
601,Coblong,Sadang Serang,PT. Indosat, Tbk,Jl. Sadang Sari No. 23 Sekeloa,-6.889931,107.626724,107.626724,-6.889931,52,4 Kaki,503.644.4/S1-11709/0PB TAHUN 1996
602,Coblong,Sekeloa,PT. Indosat, Tbk,Jl. Terusan Ciheulang Kp. Kubang RT 01/05,-6.887243,107.619682,107.619682,-6.887243,62,4 Kaki,503.645/1284/BPPT
603,Coblong,Sadang Serang,PT. Indosat, Tbk,Jl. Surapati No. 55ESadanga Serang,-6.898822,107.620228,107.620228,-6.898822,32,4 Kaki,503.645/0638/BPPD
604,Coblong,Dago,PT. Tower Bersama Group,Jl. Ir. H. Djuanda No.  4 A/163 E,-6.86642,107.62,107.62,-6.86642,32,4 Kaki,REKOM DISHUBKOMINFO DAN KRK DONE,  PENGESAHAN IMB
605,Coblong,Dago,PT. Tower Bersama Group,Terminal_Dago/Jl. Dago Pojok,-6.86884,107.615,107.615,-6.86884,55,4 Kaki,503.645/SI-1126 Disbang/2005
606,Coblong,Dago,PT. Tower Bersama Group,Jl. Juanda No. 64,-6.89935,107.613,107.613,-6.89935,21,4 Kaki,503.645/1053/BPPT
607,Coblong,Cipaganti,PT. Tower Bersama Group,Jl. Cihampelas No. 264,-6.88791,107.604,107.604,-6.88791,6,Pole,Rooftop 6 m
608,Coblong,Lebak Gede,PT. Solusi Tunas Pratama,Jl. Dipati Ukur  No.  57  RT 03  RW  10  ,-6.8905,107.61645,107.61645,-6.8905,20,Pole,503.645/3774/BPPT
609,Coblong,Lebak Siliwangi,PT. Solusi Tunas Pratama,Jl. Taman Hewan No. 33 RW  08 ,-6.89319,107.607,107.607,-6.89319,15,Pole,503/0307.04/DPMPTSP
610,Coblong,Lebak Gede,PT. Solusi Tunas Pratama,Jl. Dipati Ukur Depan Travel D'Trans No.  107 Bandung,-6.885483,107.614367,107.614367,-6.885483,18,Pole,Not Required
611,Coblong,Sadang Serang,PT. Telkomsel,Jl. Titiran No. 18 RT 04/07,-6.895784,107.619944,107.619944,-6.895784,15,3 Kaki,IMB-Bdg 2009_8
612,Coblong,Cipaganti,PT. Telkomsel,Jl. Dr. Selamet No. 17,-6.898251,107.602946,107.602946,-6.898251,13,3 Kaki,-
613,Coblong,Cipaganti,PT. Telkomsel,Jl. Cihampelas No. 182,-6.893611,107.604202,107.604202,-6.893611,20,3 Kaki,-
614,Coblong,Dago,PT. Telkomsel,Jl. Cisitu Lama RT 07/12,-6.878284,107.611182,107.611182,-6.878284,43,3 Kaki,-
615,Bandung Wetan,Taman Sari,PT. Telkomsel,Jl. Taman Sari 21 C,-6.900497,107.608869,107.608869,-6.900497,15,4 Kaki,-
616,Coblong,Dago,PT. Telkomsel,Jl. Ir.H. Juanda,-6.882751,107.61582,107.61582,-6.882751,60,4 Kaki,-
617,Coblong,Sekeloa,PT. Telkomsel,Jl. Sekeloa RT 05/03,-6.890116,107.619369,107.619369,-6.890116,32,4 Kaki,-
618,Coblong,Dago,PT. Telkomsel,Jl. Ir. Haji Juanda Bandung Jawa Barat 40135,-6.8708,107.6196,107.6196,-6.8708,6,Pole,NO NEED
619,Coblong,Lebak Gede,PT. Telkomsel,Jl. Haur Pancu II D-2 RT  04/04 ,-6.89299,107.61929,107.61929,-6.89299,6,Pole,NO NEED
620,Coblong,Sekeloa,PT. Telkomsel,Jl. Sadang Luhur Block 13 No.  21 RT 02 RW  15 ,-6.888436,107.622341,107.622341,-6.888436,6,Pole,NO NEED
621,Coblong,Dago,PT. Telkomsel,Jl. Kanayakan Dalam No.  28 Kota Bandung ,-6.87796,107.61952,107.61952,-6.87796,6,Pole,NO NEED
622,Coblong,Lebak Siliwangi,PT. Telkomsel,Jl. Ir. H. Djuanda (Perempatan Depan Mc Donald) Bandung,-6.8851,107.6135,107.6135,-6.8851,6,Pole,NO NEED
623,Coblong,Cipaganti,PT. Telkomsel,Jl. Setiabudi Bandung,-6.8849,107.6044,107.6044,-6.8849,6,Pole,NO NEED
624,Coblong,Sekeloa,PT. Telkomsel,Jl. Tubagus Ismail Dalam No. 28 RT 03 RW 07 ,-6.88678,107.616819,107.616819,-6.88678,6,Pole,NO NEED
625,Coblong,Lebak Gede,PT. Telkomsel,Jl. Dipatiukur No. 35 Bandung,-6.893,107.6169,107.6169,-6.893,6,Pole,NO NEED
626,Coblong,Cipaganti,PT. Telkomsel,Jl. Plesiran No. 61 RT  05 RW  06 ,-6.895426,107.606439,107.606439,-6.895426,6,Pole,NO NEED
627,Coblong,Sekeloa,PT. Centratama Menara Indonesia,Jl. Tubagus Ismail Depan RT 2/8 ,-6.883556,107.616389,107.616389,-6.883556,6,Pole,503.645/0917/BPPT 2014
628,Coblong,Dago,PT. Centratama Menara Indonesia,Komplek Istana Dago Asri No. 18 ,-6.878681,107.615889,107.615889,-6.878681,18,Pole,503.645/1584/BPPT 2011
629,Coblong,Sekeloa,PT. Xl Axiata, Tbk,Jl. Cihalang Baru No. 35 Bandung Jabar,-6.886361111,107.61925,-6.886361111,107.61925,70,4 Kaki,503.645.4/SI-1680/DPB TAHUN 1998
630,Coblong,Lebak Siliwangi,PT. Xl Axiata, Tbk,Jl. Ganeca 7,-6.89422222,107.6096944,-6.89422222,107.6096944,15,4 Kaki,No. 503.645.8/SI-8280/Dpb Tahun 1997 (IMB owner / copy)
631,Coblong,Sekeloa,PT. Xl Axiata, Tbk,Jl. Tubagus Ismail Gg Ciheulang No. 53 RT 04/RW 11  ,-6.88577,107.61964,-6.88577,107.61964,42,4 Kaki,503.645/SI-2844 Disbang/2006
632,Coblong,Sadang Serang,Naragita,Jl. Terminal Sadang Serang RT  06/19,-6.89196,107.62608,107.62608,-6.89196,6,Pole,-
633,Gedebage,Rancabolang,PT. Xl Axiata, Tbk,Jl. Gede Bage Selatan No.  167 ,-6.95372,107.68692,-6.95372,107.68692,42,3 Kaki,503.645/3377/BPMPPT/2009
634,Gedebage,Rancanumpang,PT. Protelindo, Tbk,Jl. Rancanumpang RT 03 RW  02 ,-6.95754,107.70626,107.70626,-6.95754,40,3 Kaki,503.645/4574/BPPT
635,Gedebage,Cisaranten Kidul,PT. Protelindo, Tbk,Jl. Riung Sekar III No. 13 ,-6.94241,107.67994,-6.94241,107.67994,9,Pole,663.10/0003/IMBT/XII/2015/BPPT
636,Gedebage,Cimencrang,Daya Mitra Telekomunikasi,Jl. Cimencrang RT 01/04,-6.947759,107.705132,107.705132,-6.947759,25,Pole,IMB - 648.1/0001/IMBT/IX/2016/BPPT
637,Gedebage,Cisaranten Kidul,PT. Indosat, Tbk,Jl. Gedebage Kuion 56 RT 01/04Cisaranten Kidul,-6.941845,107.68964,107.68964,-6.941845,62,4 Kaki,503.645/514728 Disbang/2001
638,Gedebage,Rancabolang,PT. Indosat, Tbk,Jl.Bojongloa No. 63 RT 04 RT RW os (Dulu Dikenal Ponpes At Tauba),-6.957323,107.687654,107.687654,-6.957323,62,4 Kaki,503.645/1285/BPPT
639,Gedebage,Rancanumpang,PT. Tower Bersama Group,Jl. Rancanumpang RT 05/07,-6.96487,107.705,107.705,-6.96487,32,4 Kaki,503.645/SI-0947 DISBANG/06
640,Gedebage,Rancabolang,PT. Tower Bersama Group,Jl. Gedebage Selatan,-6.95231,107.687,107.687,-6.95231,80,4 Kaki,503.645.4/SI-2155/Disbang/2003
641,Gedebage,Cimencrang,PT. Solusi Tunas Pratama,Jl. Cimenrang RT 02 RW 06 ,-6.951576,107.706326,107.706326,-6.951576,32,3 Kaki,643.3/008/210/BPMPPT
642,Gedebage,Cisaranten Kidul,PT. Telkomsel,Jl. Babakan Riung Bandung,-6.939642,107.682245,107.682245,-6.939642,62,4 Kaki,-
643,Gedebage,Cisaranten Kidul,PT. Telkomsel,Gedebage Kulon RT 02/07 ,-6.94214,107.68815,107.68815,-6.94214,6,Pole,NO NEED
644,Gedebage,Rancabolang,PT. Permata Karya Perdana,Jl. Gedebage Selatan No. 205 RT 03/ RW 01,-6.957,107.68687,107.68687,-6.957,18,Pole,663.10/0004/IMBT/XI/2016/BPPT 7 NOP 2016
645,Kiaracondong,Babakan Sari,Daya Mitra Telekomunikasi,Jl. Kampus 1 No. 39,-6.924699,107.649527,107.649527,-6.924699,9,Pole,0
646,Kiaracondong,Sukapura,PT. Indosat, Tbk,PSM Sukapura,-6.929682,107.64944,107.64944,-6.929682,42,4 Kaki,503.64551-0249 Disbang/2004
647,Kiaracondong,Babakan Sari,PT. Indosat, Tbk,Kiaracondong No. 145 / 177Babakansari (Kebaktian),-6.922533,107.644531,107.644531,-6.922533,52,4 Kaki,503.645/SI-1732 Disbang/2001
648,Kiaracondong,Babakan Surabaya,PT. Tower Bersama Group,Jl. Terusan Citra Dalam,-6.91883,107.652,107.652,-6.91883,18,Pole,503.645.8/0658/BPPT
649,Kiaracondong,Sukapura,PT. Telkomsel,Jl. Terusan Psm RT 06/06,-6.930385,107.652278,107.652278,-6.930385,42,4 Kaki,-
650,Kiaracondong,Babakan Sari,PT. Telkomsel,Jl. Kiara Condong,-6.921815,107.644968,107.644968,-6.921815,20,4 Kaki,-
651,Kiaracondong,Kebon Jayanti,PT. Telkomsel,Jl. Kiara Condong No. 277,-6.929052,107.64429,107.64429,-6.929052,20,3 Kaki,-
652,Kiaracondong,Babakan Surabaya,PT. Telkomsel,Jl. Ahmadyani Gg. Slamet 2 No. 35 RT  06 RW  02 ,-6.91176,107.64635,107.64635,-6.91176,6,Pole,NO NEED
653,Kiaracondong,Cicaheum,PT. Telkomsel,Jl. Sekolah Internasional No. 10 RT 01 RW  011 Sukalaksana ,-6.91006,107.64928,107.64928,-6.91006,6,Pole,NO NEED
654,Kiaracondong,Sukapura,PT. Telkomsel,PT. Madu Nusantara Jl. Soekarno  Hatta No. 969 Bandung,-6.941778,107.64986,107.64986,-6.941778,6,Pole,NO NEED
655,Kiaracondong,Sukapura,PT. Telkomsel,Jl. Kiara Condong RT 03/02 ,-6.92964,107.649,107.649,-6.92964,4.2,Pole,NO NEED
656,Buahbatu,Jatisari,PT. Xl Axiata, Tbk,Jl. Cidurian Baru 17 ,-6.9405,107.6545833,-6.9405,107.6545833,30,4 Kaki,503.645/1513/BPPT
657,Kiaracondong,Kebon Jayanti,PT. Xl Axiata, Tbk,Balai Jasa Komp.Stasiun Ka Kiaracondong Jl. Kiara Condong Bandung,-6.92388889,107.6441667,-6.92388889,107.6441667,50,4 Kaki,503.645/1063/BPPT
658,Kiaracondong,Cicaheum,Telkom,Jl. Jendral Ahmad Yani,-6.905879,107.64973,107.64973,-6.905879,42,Kaki 4,-
659,Kiaracondong,Cicaheum,Telkom,Jl. Jendral Ahmad Yani,-6.906008,107.649728,107.649728,-6.906008,42,Kaki 4,-
660,Kiaracondong,Sukapura,Hutchinson,Jl. Cidurian Utara No. 110 RT 01/RW 09,-6.93444,107.65458,107.65458,-6.93444,6,Pole,-
661,Kiaracondong,Kebon Kangkung,Hutchinson,Jl. Kiara Condong No. 309 RT 07/RW 02,-6.93079,107.64406,107.64406,-6.93079,30,Kaki 3,-
662,Kiaracondong,Babakan Sari,Naragita,Jl. Kampus Kota Bandung,-6.92473,107.64954,107.64954,-6.92473,30,Pole,-
663,Kiaracondong,Babakan Sari,PT. Protelindo,Jl. Babakan Sari,-6.92192,107.64486,107.64486,-6.92192,28,Rooftop Mt,503.645/SI-2612 Disbang/2004
664,Kiaracondong,Sekejati,PT. Protelindo, Tbk,Jl. Sanggar Kencana III RT  05 RW  09 ,-6.93489,107.66752,107.66752,-6.93489,36,3 Kaki,503.645/160/BPPT/2010
665,Kiaracondong,Babakan Surabaya,PT. Protelindo, Tbk,Jl. Terusan Jakarta,-6.91339,107.64974,107.64974,-6.91339,35,3 Kaki,503.645/1700/BPPT
666,Kiaracondong,Babakan Sari,PT. Protelindo, Tbk,Gang Sekolah IIRT /RW  03/02 Kode Pos 40283,-6.91872,107.64558,107.64558,-6.91872,35,3 Kaki,503.645/SI-0277/Disbang/2007
667,Kiaracondong,Cicaheum,PT. Protelindo, Tbk,Jl. Jend. Ahmad Yani,-6.90306,107.65456,107.65456,-6.90306,12,Pole,503.645/1704/BPPT
668,Kiaracondong,Sukapura,PT. Protelindo, Tbk,Jl. Lemah Khegar Timur RT  04 RW  04 No. Kode Pos 40285,-6.93048,107.65436,107.65436,-6.93048,36,4 Kaki,503.645/SI-0545Disbang/2007
669,Kiaracondong,Babakan Surabaya,PT. Protelindo, Tbk,Jl. Setrawangi Raya No. 10 RT  04 RW  15 ,-6.91863,107.65269,107.65269,-6.91863,15,4 Kaki,503.645/2191/BPPT
670,Kiaracondong,Kebon Gedang,PT. Protelindo, Tbk,Jl. Kiaracondong 176 RT 07 RW  04 ,-6.92684,107.64432,107.64432,-6.92684,25,3 Kaki,503.645/1742/BPPT
671,Kiaracondong,Cicaheum,PT. Protelindo, Tbk,Jl. Jend. Ahmad Yani No. 1033 Kota Bandung Prov. Jawa Barat.,-6.9021,107.65988,107.65988,-6.9021,6,Pole,-
672,Kiaracondong,Sukapura,PT. Protelindo, Tbk,Jl. Terusan Psm RT 07 RW  06 ,-6.93091,107.65268,107.65268,-6.93091,31,3 Kaki,503.645/337/BPPT
673,Kiaracondong,Cicaheum,PT. Solusi Tunas Pratama,Jl.  A. Yani No.  802 - 804 RT 01 / RW  05 ,-6.90291,107.65462,107.65462,-6.90291,25,4 Kaki,503.645/SI-0471 Disbang/07
674,Kiaracondong,Kebon Kangkung,PT. Solusi Tunas Pratama,Jl. Sekejati Komplek Dezinbang 1 / III,-6.939495,107.645329,107.645329,-6.939495,35,3 Kaki,503.645/1706/BPPT
675,Kiaracondong,Babakan Sari,PT. Solusi Tunas Pratama,Jl. Mekarsari No.  67 RT 03 RW  13 ,-6.92653,107.654607,107.654607,-6.92653,32,3 Kaki,503.645/5867/BPPT
676,Kiaracondong,Kebon Kangkung,PT. Solusi Tunas Pratama,Jl. Mandala RT 02 RW  11 ,-6.942944444,107.6446389,107.6446389,-6.942944444,31,3 Kaki,55.06/05/DPM-PTSP/IV/2017
677,Kiaracondong,Kebon Kangkung,PT. Centratama Menara Indonesia,Jl. Let. Jend Ibrahim Adjie No. 453 RT 01 RW  11 Desa Kebon Kangkung Kec. Kiaracondong Kota Bandung,-6.942448,107.642428,107.642428,-6.942448,25,4 Kaki,503.645/2422/BPPT 2012
678,Lengkong,Cijagra,PT. Protelindo,Jl. Soekarno -Hatta No. 489-491,-6.94917,107.62531,107.62531,-6.94917,42,Sst,503.645/SI-1310 Disbang/2005
679,Lengkong,Cijagra,PT. Protelindo,Jl. Buahbatu 184 RT 01 RW  01,-6.93944,107.62486,107.62486,-6.93944,12,Pole,503.645/1373/BPPT
680,Lengkong,Malabar,PT. Protelindo, Tbk,Jl. Buah Batu No. 47A RT  04 RW  11 Kode Pos 40262,-6.93257,107.61891,107.61891,-6.93257,23,3 Kaki,503.645/SI-3147Disbang/2006
681,Lengkong,Malabar,PT. Protelindo, Tbk,Jl. Jend. Ahmad Yani,-6.92009,107.62222,107.62222,-6.92009,25,4 Kaki,503.645/1741/BPPT
682,Lengkong,Cijagra,PT. Protelindo, Tbk,Jl. Situsari II No. 15A RT 04 RW  07 ,-6.94656,107.62974,107.62974,-6.94656,12,Pole,503/645/3548/BPPT
683,Lengkong,Malabar,PT. Protelindo, Tbk,Jl. K. H. Achmad Dahlan No. 56 RT 02 RW  010 ,-6.9326,107.62127,107.62127,-6.9326,12,Pole,503.645/4461/BPPT
684,Lengkong,Cijagra,PT. Protelindo, Tbk,Jl. Cijagra No. 19 RT 04 RW  03,-6.94445,107.62715,107.62715,-6.94445,12,Pole,503.645/1669/BPPT
685,Lengkong,Cijagra,PT. Protelindo, Tbk,Jl. Buah Batu No. 148 RT 01/01,-6.93938,107.62482,107.62482,-6.93938,6,Pole,-
686,Lengkong,Cijagra,PT. Protelindo, Tbk,Jl. Sukarno  Ð Hatta No. 505,-6.94801,107.62836,107.62836,-6.94801,18,Pole,-
687,Lengkong,Turangga,Daya Mitra Telekomunikasi,Jl. Soekarno  Hatta No. 529 Bandung,-6.94742,107.634617,107.634617,-6.94742,6,Pole,IMB - 643.3/0996
688,Lengkong,Cijagra,Daya Mitra Telekomunikasi,Jl. Buah Batu No. 184 RT 01/12,-6.939451,107.624767,107.624767,-6.939451,12,Pole,IMB - 503/145/IMB/BPMT2T/2012
689,Lengkong,Lingkar Selatan,PT. Indosat, Tbk,Ji. Terusan Halimun No. 37 (Kampus Ita),-6.92641,107.626191,107.626191,-6.92641,40,4 Kaki,503.645/S1-0202Disbang/2002
690,Lengkong,Turangga,PT. Indosat, Tbk,Jl. Kerawitan Koperasi Kekar Turangga Bandung,-6.938959,107.627602,107.627602,-6.938959,32,4 Kaki,503.645/S1-0254 Disbang/2002
691,Lengkong,Lingkar Selatan,PT. Tower Bersama Group,Jl. Pelajar Pejuang No. 22,-6.92834,107.627,107.627,-6.92834,25,4 Kaki,503.645/3990/BPPT
692,Lengkong,Cijagra,PT. Tower Bersama Group,Jl. Suryalaya Timur II,-6.9455,107.625,107.625,-6.9455,32,4 Kaki,503.645/0521/BPPT
693,Lengkong,Cijagra,PT. Tower Bersama Group,Jl. Suryalaya Indah (Balai SaRT ika),-6.94292,107.625,107.625,-6.94292,26,Pole,503.645/2111/BPPT
694,Lengkong,Cikawao,PT. Tower Bersama Group,Jl. Dalem Kaum No. 85,-6.92265,107.609,107.609,-6.92265,25,4 Kaki,503.645/2/12/BPPT
695,Lengkong,Paledang,PT. Solusi Tunas Pratama,RukoJl. Karapitan No. 20B RT /RW  03/04,-6.92478,107.617,107.617,-6.92478,12,Pole,503.645/SI-0793 Disbang/III-07
696,Lengkong,Turangga,PT. Solusi Tunas Pratama,Jl. Maskumambang No. 6D RT 03 RW  03,-6.93461,107.6265,107.6265,-6.93461,20,3 Kaki,503.645/SI-0465 Disbang/07
697,Lengkong,Lingkar Selatan,PT. Solusi Tunas Pratama,Jl. Terusan Halimun No. 37,-6.926388889,107.6266111,107.6266111,-6.926388889,30,4 Kaki,503/IMB/1488/XII/2016
698,Lengkong,Turangga,PT. Solusi Tunas Pratama,Jl. Buah Batu No. 281Bandung,-6.94744444,107.6332194,107.6332194,-6.94744444,9,Pole,503/63-IMB/435.120/2017
699,Lengkong,Burangrang,PT. Telkomsel,Jl. Buahbatu No. 26,-6.931348,107.617209,107.617209,-6.931348,20,3 Kaki,-
700,Lengkong,Cikawao,PT. Telkomsel,Jl. Lengkong Besar,-6.92876,107.612868,107.612868,-6.92876,6,Pole Rooftop,-
701,Lengkong,Malabar,PT. Telkomsel,Jl. Gatot Subroto No. 9,-6.922514,107.618404,107.618404,-6.922514,15,3 Kaki,-
702,Lengkong,Turangga,PT. Telkomsel,Jl. Maskumambang,-6.934065,107.62591,107.62591,-6.934065,40,4 Kaki,-
703,Lengkong,Turangga,PT. Telkomsel,Jl. Rajamantri Kulon,-6.942447,107.630787,107.630787,-6.942447,32,4 Kaki,-
704,Lengkong,Cijagra,PT. Telkomsel,Jl. Bkr No. 11 Buah Batu-Bandung,-6.9377,107.6215,107.6215,-6.9377,6,Pole,NO NEED
705,Lengkong,Turangga,PT. Telkomsel,Jl. n. Guntur Sari II No. 10 RT 05 RW 04,-6.94506,107.632,107.632,-6.94506,6,Pole,NO NEED
706,Lengkong,Malabar,PT. Telkomsel,Jl. Telaga Bodas No. 31 ( Graha Kadin ),-6.92814,107.62211,107.62211,-6.92814,6,Pole,NO NEED
707,Lengkong,Turangga,PT. Telkomsel,Jl. Bangreng No.  8,-6.93891,107.629293,107.629293,-6.93891,6,Pole,NO NEED
708,Lengkong,Paledang,PT. Telkomsel,Jl. Bapa Supi No. 15 RT 02/RW 03,-6.9243,107.6145,107.6145,-6.9243,6,Pole,NO NEED
709,Lengkong,Cijagra,PT. Telkomsel,Jl. Buah Batu No. 81F/206B,-6.941978,107.626961,107.626961,-6.941978,6,Pole,NO NEED
710,Lengkong,Lingkar Selatan,PT. Telkomsel,Jl. Engkol No. 12 RT 01 RW 01,-6.93023,107.62367,107.62367,-6.93023,4.2,Pole,NO NEED
711,Lengkong,Paledang,PT. Telkomsel,Wisma Aca Jl. Asia Afrika No.  116 Bandung RT 06 RW  01,-6.9218,107.612,107.612,-6.9218,6,Monopole,NO NEED
712,Lengkong,Lingkar Selatan,PT. Telkomsel,Jl. Patuha No. 33 RT 04 RW 06,-6.92644,107.625,107.625,-6.92644,6,Pole,NO NEED
713,Lengkong,Lingkar Selatan,PT. Telkomsel,Jl. Turangga No. 25 D (Masuk Dr Samping AlfamaRT ) RT 03 RW  09,-6.93066,107.63557,107.63557,-6.93066,6,Pole,NO NEED
714,Sumur Bandung,Kebon Pisang,PT. Xl Axiata, Tbk,Jl. A. Yani No. 10-12 Bandung,-6.922111111,107.6184444,-6.922111111,107.6184444,15,4 Kaki,503.645/SI-2509 Disbang/2002
715,Batununggal,Cibangkong,PT. Xl Axiata, Tbk,Jl. Gatot Subroto No. 245,-6.926166667,107.6334444,-6.926166667,107.6334444,15,4 Kaki,503.645/1301/BPPT
716,Lengkong,Turangga,PT. Xl Axiata, Tbk,Jl. Kliningan Asri No. 2 RT 02/05,-6.942444444,107.6283333,-6.942444444,107.6283333,30,4 Kaki,503.645/972/BPPT/11
717,Lengkong,Burangrang,PT. Xl Axiata, Tbk,Jl. Burangrang Dalam No. 45,-6.927638889,107.6188056,-6.927638889,107.6188056,30,Pole,503.645/874/BPPT
718,Lengkong,Cijagra ,PT. Xl Axiata, Tbk,Jl. Wesel RT 06 RW 06 Komplek Pos Dan Telekomunikasi Buah Batu,-6.940111111,107.6217778,-6.940111111,107.6217778,30,4 Kaki,503.645/216/BPPT
719,Lengkong,Cikawao,PT. Xl Axiata, Tbk,Jl. Dalem Kaum No. 130A RT 05 RW  09,-6.923361111,107.6105278,-6.923361111,107.6105278,20,3 Kaki,503.645/924/BPPT
720,Lengkong,Turangga,PT. Xl Axiata, Tbk,Jl. Pelajar Pejuang 45 Kota Bandung 40264,-6.93572,107.625,-6.93572,107.625,9,Pole,503.648.1/377/BPMPPT/2008
721,Regol,Balonggede,PT. Xl Axiata, Tbk,Jl. Pungkur No. 49 ,-6.927046,107.605327,-6.927046,107.605327,25,3 Kaki,503.645/SI-1997 Disbang/2006
722,Lengkong,Malabar,PT. Xl Axiata, Tbk,Jl. Ketapang No. 4 Kodya Bandung,-6.92172,107.61948,-6.92172,107.61948,25,3 Kaki,503.645/SI-2899 Disbang/2006
723,Lengkong,Lingkar Selatan,PT. Xl Axiata, Tbk,Jl. Terusan Halimun No. 37 Bandung,-6.92649,107.62653,-6.92649,107.62653,25,3 Kaki,503.645/SI-3447 Disbang/2006
